cpu,sys,inter,ctxsw,KBRead,Reads,KBWrit,Writes,KBIn,PktIn,KBOut,PktOut,data,Time
2,1,134,518,0,0,0,0,1,8,1,11,2022-04-30,22:57:39
1,0,139,514,0,0,0,0,0,7,1,11,2022-04-30,22:57:40
0,0,126,499,0,0,0,0,0,7,1,11,2022-04-30,22:57:41
2,1,132,511,0,0,0,0,1,8,1,11,2022-04-30,22:57:42
0,0,136,522,0,0,12,2,0,7,1,11,2022-04-30,22:57:43
1,0,144,522,0,0,0,0,1,8,1,11,2022-04-30,22:57:44
0,0,145,524,0,0,0,0,1,10,2,13,2022-04-30,22:57:45
2,1,139,524,0,0,0,0,0,7,1,11,2022-04-30,22:57:46
1,0,131,500,0,0,0,0,0,7,1,11,2022-04-30,22:57:47
1,1,145,531,0,0,12,2,1,8,1,11,2022-04-30,22:57:48
0,0,132,510,0,0,0,0,0,7,1,11,2022-04-30,22:57:49
1,0,138,520,0,0,0,0,1,8,1,12,2022-04-30,22:57:50
1,0,128,499,0,0,0,0,1,8,1,11,2022-04-30,22:57:51
0,0,137,507,0,0,0,0,0,7,1,11,2022-04-30,22:57:52
1,0,132,518,0,0,12,2,0,7,1,11,2022-04-30,22:57:53
0,0,139,506,0,0,0,0,1,8,1,11,2022-04-30,22:57:54
0,0,130,503,0,0,0,0,0,7,1,11,2022-04-30,22:57:55
0,0,132,517,0,0,0,0,0,7,1,11,2022-04-30,22:57:56
2,1,130,508,0,0,0,0,1,8,1,11,2022-04-30,22:57:57
1,0,144,515,0,0,12,2,0,7,1,11,2022-04-30,22:57:58
0,0,130,516,0,0,0,0,0,7,1,11,2022-04-30,22:57:59
1,0,130,501,0,0,0,0,0,5,1,6,2022-04-30,22:58:00
14,1,151,604,0,0,0,0,0,5,1,7,2022-04-30,22:58:01
1,1,136,504,0,0,0,0,0,7,1,11,2022-04-30,22:58:02
1,0,136,525,0,0,32,5,1,8,1,11,2022-04-30,22:58:03
1,1,135,512,0,0,0,0,0,7,1,11,2022-04-30,22:58:04
0,0,138,517,0,0,0,0,0,7,1,11,2022-04-30,22:58:05
1,0,141,524,0,0,0,0,1,8,1,11,2022-04-30,22:58:06
