cpu,sys,inter,ctxsw,KBRead,Reads,KBWrit,Writes,KBIn,PktIn,KBOut,PktOut,data,Time
1,0,109,320,0,0,0,0,0,7,1,11,2022-04-30,22:58:17
1,0,127,359,0,0,12,2,1,8,1,11,2022-04-30,22:58:18
0,0,117,335,0,0,0,0,0,7,1,11,2022-04-30,22:58:19
2,1,113,331,0,0,0,0,0,6,1,10,2022-04-30,22:58:20
0,0,96,322,0,0,0,0,0,3,1,3,2022-04-30,22:58:21
2,1,114,334,0,0,0,0,0,7,1,11,2022-04-30,22:58:22
0,0,117,351,0,0,12,2,0,7,1,11,2022-04-30,22:58:23
2,0,113,323,0,0,0,0,1,8,1,11,2022-04-30,22:58:24
1,0,116,337,0,0,0,0,0,7,1,11,2022-04-30,22:58:25
0,0,121,342,0,0,0,0,0,7,1,11,2022-04-30,22:58:26
1,0,111,328,0,0,0,0,1,8,1,11,2022-04-30,22:58:27
1,1,121,359,0,0,12,2,0,7,1,11,2022-04-30,22:58:28
1,0,113,331,0,0,0,0,0,7,1,11,2022-04-30,22:58:29
2,0,120,335,0,0,0,0,1,8,1,11,2022-04-30,22:58:30
1,0,109,338,0,0,0,0,0,7,1,11,2022-04-30,22:58:31
1,0,118,343,0,0,0,0,0,7,1,11,2022-04-30,22:58:32
1,0,115,349,0,0,12,2,1,8,1,11,2022-04-30,22:58:33
1,1,114,320,0,0,0,0,0,7,1,11,2022-04-30,22:58:34
1,0,121,345,0,0,24,1,0,7,1,11,2022-04-30,22:58:35
2,1,122,354,0,0,0,0,1,8,1,11,2022-04-30,22:58:36
0,0,111,322,0,0,0,0,0,7,1,11,2022-04-30,22:58:37
1,0,148,416,0,0,44,2,0,7,1,11,2022-04-30,22:58:38
1,1,118,336,0,0,0,0,1,8,1,11,2022-04-30,22:58:39
1,0,124,336,0,0,8,1,0,7,1,11,2022-04-30,22:58:40
1,0,113,338,0,0,0,0,0,7,1,11,2022-04-30,22:58:41
0,0,119,347,0,0,0,0,1,8,1,11,2022-04-30,22:58:42
1,0,119,363,0,0,24,3,0,7,2,11,2022-04-30,22:58:43
0,0,111,320,0,0,0,0,0,7,1,11,2022-04-30,22:58:44
2,1,132,352,0,0,0,0,1,8,2,13,2022-04-30,22:58:45
1,0,118,335,0,0,0,0,0,7,1,11,2022-04-30,22:58:46
1,0,111,320,0,0,0,0,0,7,1,11,2022-04-30,22:58:47
1,0,125,357,0,0,12,2,1,8,1,11,2022-04-30,22:58:48
0,0,98,314,0,0,0,0,0,4,1,5,2022-04-30,22:58:49
1,1,102,302,0,0,0,0,0,4,1,8,2022-04-30,22:58:50
2,0,112,341,0,0,0,0,1,8,1,11,2022-04-30,22:58:51
1,0,118,343,0,0,0,0,0,7,1,11,2022-04-30,22:58:52
1,1,112,344,0,0,12,2,0,7,1,11,2022-04-30,22:58:53
0,0,114,325,0,0,0,0,1,8,1,11,2022-04-30,22:58:54
1,1,123,345,0,0,0,0,0,7,1,11,2022-04-30,22:58:55
1,0,121,343,0,0,0,0,0,7,1,11,2022-04-30,22:58:56
1,0,113,321,0,0,0,0,1,8,1,11,2022-04-30,22:58:57
1,1,121,322,0,0,12,2,0,7,1,11,2022-04-30,22:58:58
1,0,112,339,0,0,0,0,1,8,1,11,2022-04-30,22:58:59
1,0,122,348,0,0,0,0,1,9,1,11,2022-04-30,22:59:00
14,1,135,428,0,0,0,0,0,7,1,11,2022-04-30,22:59:01
3,1,118,349,0,0,0,0,0,7,1,11,2022-04-30,22:59:02
2,2,120,347,0,0,16,2,1,8,1,11,2022-04-30,22:59:03
1,0,112,324,0,0,0,0,0,7,1,11,2022-04-30,22:59:04
0,0,119,344,0,0,36,8,0,7,2,11,2022-04-30,22:59:05
2,1,117,343,0,0,0,0,1,8,1,11,2022-04-30,22:59:06
1,1,92,301,0,0,0,0,0,3,1,5,2022-04-30,22:59:07
1,0,110,336,0,0,12,2,0,5,1,8,2022-04-30,22:59:08
1,0,111,330,0,0,0,0,1,8,1,11,2022-04-30,22:59:09
1,0,115,340,0,0,0,0,0,7,1,11,2022-04-30,22:59:10
2,1,112,325,0,0,0,0,0,7,1,11,2022-04-30,22:59:11
0,0,116,346,0,0,0,0,1,8,1,11,2022-04-30,22:59:12
1,0,116,345,0,0,12,2,0,7,1,11,2022-04-30,22:59:13
1,0,111,321,0,0,0,0,0,7,1,11,2022-04-30,22:59:14
0,0,130,354,0,0,8,1,1,8,1,11,2022-04-30,22:59:15
1,0,119,335,0,0,0,0,1,8,1,11,2022-04-30,22:59:16
1,0,107,325,0,0,0,0,0,7,1,11,2022-04-30,22:59:17
2,1,122,356,0,0,24,3,1,8,1,11,2022-04-30,22:59:18
0,0,96,321,0,0,0,0,0,7,1,11,2022-04-30,22:59:19
1,0,129,348,0,0,0,0,0,7,1,11,2022-04-30,22:59:20
0,0,107,321,0,0,0,0,1,8,1,11,2022-04-30,22:59:21
1,0,117,345,0,0,0,0,0,7,1,11,2022-04-30,22:59:22
1,0,120,346,0,0,12,2,0,7,1,11,2022-04-30,22:59:23
1,0,115,337,0,0,0,0,1,8,1,11,2022-04-30,22:59:24
0,0,111,329,0,0,0,0,0,7,1,11,2022-04-30,22:59:25
